no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
3,0,0,3,0,0.0,3,22,2018,11,17,4,0.0,0.0,0.0,154.0,1,0
2,0,1,0,3,0.0,0,18,2018,9,12,4,0.0,0.0,0.0,89.0,0,1
2,0,0,2,0,0.0,0,68,2017,9,29,3,0.0,0.0,0.0,65.0,0,1
3,0,2,1,0,0.6931471805599453,3,22,2018,7,24,4,0.0,0.0,0.0,196.0,2,1
2,0,0,3,3,0.0,0,50,2018,6,21,4,0.0,0.0,0.0,89.1,0,0
2,0,0,2,3,0.0,0,35,2018,12,28,4,0.0,0.0,0.0,120.0,1,1
2,0,3,5,0,0.0,0,224,2018,8,22,4,0.0,0.0,0.0,72.76,0,0
2,0,2,3,0,0.0,0,21,2017,12,25,3,0.0,0.0,0.0,58.0,1,1
2,0,1,5,0,0.0,0,142,2018,9,20,4,0.0,0.0,0.0,129.6,1,0
2,0,1,1,0,0.0,0,134,2018,10,8,4,0.0,0.0,0.0,118.8,0,0
1,0,1,3,0,0.0,0,81,2018,9,5,3,0.0,0.0,0.0,85.0,0,1
2,0,1,2,0,0.0,0,73,2017,11,27,4,0.0,0.0,0.0,79.2,2,1
2,0,1,0,0,0.0,3,15,2018,8,14,4,0.0,0.0,0.0,175.0,1,1
2,0,0,1,0,0.0,0,19,2018,4,30,4,0.0,0.0,0.0,141.0,1,1
0,2,3,10,0,0.0,1,193,2018,7,4,4,0.0,0.0,0.0,81.82,2,0
2,0,1,2,0,0.0,0,198,2018,9,9,3,0.0,0.0,0.0,90.0,0,0
2,0,2,2,0,0.0,3,26,2018,11,11,4,0.0,0.0,0.0,108.58,1,1
2,0,1,2,1,0.0,0,161,2018,3,25,3,0.0,0.0,0.0,130.0,0,0
2,0,0,1,0,0.0,0,55,2018,11,23,4,0.0,0.0,0.0,74.88,0,1
2,0,1,2,0,0.0,3,83,2018,3,25,4,0.0,0.0,0.0,105.3,0,0
2,0,2,5,1,0.0,3,57,2018,4,17,4,0.0,0.0,0.0,143.29,0,0
1,0,0,2,0,0.0,0,188,2018,6,15,3,0.0,0.0,0.0,130.0,0,0
2,0,1,0,0,0.0,0,181,2017,8,17,4,0.0,0.0,0.0,76.5,2,1
2,0,2,1,3,0.0,0,33,2018,7,23,4,0.0,0.0,0.0,125.1,1,1
1,0,0,4,1,0.0,0,33,2017,10,21,3,0.0,0.0,0.0,79.11,0,1
2,0,0,4,0,0.0,0,22,2018,10,25,4,0.0,0.0,0.0,130.0,1,1
2,0,2,2,0,0.0,0,8,2018,11,11,4,0.0,0.0,0.0,86.72,1,1
2,0,2,1,1,0.0,0,23,2018,1,2,3,0.0,0.0,0.0,109.0,0,1
2,0,1,2,0,0.0,0,5,2017,10,19,3,0.0,0.0,0.0,90.0,0,1
2,0,1,1,0,0.0,3,18,2018,5,7,4,0.0,0.0,0.0,141.0,0,0
2,0,0,2,3,0.0,0,3,2018,2,12,4,0.0,0.0,0.0,81.0,1,1
2,2,1,2,0,0.0,6,27,2018,9,23,4,0.0,0.0,0.0,234.35,1,1
1,0,2,2,0,0.0,0,64,2018,3,18,4,0.0,0.0,0.0,93.5,0,1
2,0,0,1,0,0.0,0,8,2018,5,25,4,0.0,0.0,0.0,111.35,0,0
1,0,0,1,0,0.0,0,8,2018,2,19,2,0.0,0.0,0.0,80.0,0,1
2,0,0,2,0,0.0,0,33,2018,3,8,3,0.0,0.0,0.0,67.52,0,1
2,0,1,2,0,0.0,0,135,2017,9,14,3,0.0,0.0,0.0,90.0,0,1
2,0,0,2,3,0.0,0,18,2018,1,21,4,0.0,0.0,0.0,75.0,0,1
2,0,1,3,1,0.0,0,27,2018,4,11,4,0.0,0.0,0.0,142.78,0,0
1,0,1,2,0,0.0,0,48,2018,3,7,4,0.0,0.0,0.0,72.9,0,0
1,0,0,3,3,0.0,0,25,2018,5,10,4,0.0,0.0,0.0,129.0,0,1
1,0,0,1,0,0.0,0,5,2018,9,15,4,0.0,0.0,0.0,159.0,1,1
2,0,1,0,3,0.0,0,72,2018,4,18,4,0.0,0.0,0.0,85.5,1,0
2,0,2,1,0,0.0,0,54,2018,7,3,4,0.0,0.0,0.0,117.9,0,0
1,0,0,2,0,0.0,0,188,2018,6,15,3,0.0,0.0,0.0,130.0,0,0
1,0,1,2,0,0.0,0,3,2017,12,25,3,0.0,0.0,0.0,75.0,0,1
2,0,2,2,0,0.0,0,60,2018,3,20,3,0.0,0.0,0.0,75.0,0,0
2,2,0,4,0,0.0,5,6,2018,11,9,4,0.0,0.0,0.0,212.72,0,0
2,0,0,3,1,0.0,0,88,2018,5,3,3,0.0,0.0,0.0,117.0,1,1
1,0,0,2,0,0.0,0,99,2018,2,19,2,0.0,0.0,0.0,80.5,0,1
2,0,1,4,3,0.0,0,49,2018,3,2,4,0.0,0.0,0.0,65.75,0,1
1,0,1,0,0,0.0,0,3,2018,8,28,3,0.0,0.0,0.0,80.0,0,1
2,0,2,5,3,0.0,0,166,2018,8,5,4,0.0,0.0,0.0,89.25,0,0
2,0,0,1,0,0.0,0,8,2017,8,27,4,0.0,0.0,0.0,90.0,1,1
2,2,0,1,0,0.0,5,19,2017,9,16,4,0.0,0.0,0.0,155.0,2,1
2,0,0,1,0,0.6931471805599453,0,61,2017,9,15,4,0.0,0.0,0.0,98.25,1,1
1,0,1,1,3,0.0,0,4,2018,4,16,4,0.0,0.0,0.0,104.0,1,1
2,2,0,1,0,0.6931471805599453,5,37,2018,7,7,4,0.0,0.0,0.0,216.9,3,1
2,0,2,2,0,0.0,0,38,2018,3,11,4,0.0,0.0,0.0,81.9,1,0
2,0,0,1,0,0.0,0,443,2018,4,29,3,0.0,0.0,0.0,65.0,0,0
3,0,2,2,0,0.0,3,5,2017,9,26,3,0.0,0.0,0.0,105.0,1,1
2,0,0,1,3,0.0,0,0,2018,1,21,4,0.0,0.0,0.0,79.0,0,1
2,2,2,2,0,0.0,5,42,2018,5,15,4,0.0,0.0,0.0,198.9,0,0
2,1,1,2,0,0.0,0,9,2018,8,8,4,0.0,0.0,0.0,171.0,2,1
2,0,0,4,0,0.0,0,224,2018,9,14,4,0.0,0.0,0.0,119.85,1,0
2,0,0,2,0,0.0,0,46,2018,11,11,3,0.0,0.0,0.0,75.0,0,1
1,0,0,3,0,0.0,0,8,2017,9,29,2,0.0,0.0,0.0,65.0,0,1
2,0,0,3,3,0.0,0,100,2018,11,17,4,0.0,0.0,0.0,79.2,2,0
2,0,1,1,3,0.0,0,105,2018,8,6,4,0.0,0.0,0.0,107.1,1,1
1,0,0,2,0,0.0,0,63,2018,1,19,3,0.0,0.0,0.0,71.0,0,1
2,0,2,0,3,0.0,0,72,2018,11,13,4,0.0,0.0,0.0,79.2,3,1
2,0,1,2,0,0.0,3,28,2018,6,13,4,0.0,0.0,0.0,130.8,0,0
2,0,1,2,0,0.0,0,273,2018,6,24,4,0.0,0.0,0.0,94.5,0,0
2,0,2,1,0,0.0,0,282,2017,10,10,3,0.0,0.0,0.0,76.67,0,1
2,0,1,1,0,0.0,0,93,2018,6,20,4,0.0,0.0,0.0,126.9,1,1
2,0,0,2,1,0.0,0,39,2017,8,14,3,0.0,0.0,0.0,101.5,0,1
2,0,2,1,3,0.0,0,89,2018,4,9,4,0.0,0.0,0.0,79.5,1,1
2,0,0,2,1,0.0,0,63,2017,9,4,3,0.0,0.0,0.0,116.0,0,1
2,0,0,2,3,0.0,0,252,2018,11,15,4,0.0,0.0,0.0,67.5,0,0
1,0,4,15,0,0.0,0,92,2017,12,1,4,0.0,0.0,0.0,63.75,1,0
2,0,2,2,0,0.0,0,247,2018,10,28,4,0.0,0.0,0.0,70.03,1,0
2,1,0,3,0,0.0,0,130,2018,5,5,4,0.0,0.0,0.0,104.4,1,1
2,0,1,3,1,0.0,0,61,2018,11,21,4,0.0,0.0,0.0,120.7,1,1
2,0,0,1,0,0.0,0,26,2018,6,17,4,0.0,0.0,0.0,119.85,1,1
2,0,1,1,0,0.0,3,0,2018,2,15,4,0.0,0.0,0.0,136.0,0,1
2,0,1,1,0,0.0,0,26,2018,1,30,4,0.0,0.0,0.0,91.0,1,1
1,0,2,2,0,0.0,0,162,2018,10,14,3,0.0,0.0,0.0,115.0,0,0
2,0,0,2,0,0.0,0,15,2018,9,2,4,0.0,0.0,0.0,138.0,2,1
2,0,0,2,0,0.0,0,1,2017,8,20,4,0.0,0.0,0.0,106.0,3,1
2,0,1,0,0,0.0,0,16,2018,5,29,4,0.0,0.0,0.0,111.0,0,0
2,0,1,2,0,0.0,0,187,2018,10,10,4,0.0,0.0,0.0,78.41,0,0
1,0,1,1,0,0.0,0,8,2018,11,14,4,0.0,0.0,0.0,103.0,1,1
2,0,2,4,0,0.0,0,80,2018,3,26,3,0.0,0.0,0.0,80.75,0,1
2,0,2,5,0,0.0,0,192,2018,5,28,4,0.0,0.0,0.0,66.71,0,0
2,0,0,1,0,0.0,0,99,2018,2,19,2,0.0,0.0,0.0,90.0,0,0
2,0,1,1,0,0.0,1,31,2018,3,14,4,0.0,0.0,0.0,81.9,1,1
1,0,2,2,0,0.0,0,39,2018,11,27,2,0.0,0.0,0.0,65.0,0,1
2,0,0,2,0,0.0,0,112,2018,6,2,3,0.0,0.0,0.0,100.0,0,1
2,0,0,2,1,0.0,0,346,2018,9,13,3,0.0,0.0,0.0,115.0,1,0
2,0,2,5,0,0.0,0,190,2017,9,8,4,0.0,0.0,0.0,93.5,1,1
2,0,0,3,0,0.0,0,304,2018,11,3,3,0.0,0.0,0.0,89.0,0,0
3,0,0,1,0,0.0,3,102,2018,5,21,4,0.0,0.0,0.0,159.3,1,1
1,0,0,3,0,0.0,0,28,2018,9,27,4,0.0,0.0,0.0,115.23,2,1
3,0,1,2,0,0.0,3,198,2018,8,22,4,0.0,0.0,0.0,137.7,0,0
1,0,1,0,0,0.0,0,4,2018,5,23,2,0.6931471805599453,0.0,0.6931471805599453,65.0,0,1
1,0,0,3,0,0.0,0,71,2018,6,14,3,0.0,0.0,0.0,120.0,0,1
2,0,0,1,0,0.0,0,64,2017,10,16,3,0.0,0.0,0.0,85.0,0,1
2,1,2,4,0,0.0,0,37,2018,3,23,4,0.0,0.0,0.0,127.8,2,0
2,0,0,3,3,0.0,0,43,2018,4,28,4,0.0,0.0,0.0,109.2,2,1
1,0,0,3,0,0.0,0,104,2017,12,3,3,0.0,0.0,0.0,65.0,0,1
2,0,0,2,0,0.0,1,181,2017,8,6,4,0.0,0.0,0.0,76.5,2,0
2,0,1,3,0,0.0,0,52,2018,3,28,4,0.0,0.0,0.0,85.85,0,0
2,0,0,2,1,0.0,0,292,2018,7,21,3,0.0,0.0,0.0,115.0,0,0
1,0,0,1,0,0.0,0,15,2018,2,19,2,0.0,0.0,0.0,81.0,0,1
2,0,0,3,0,0.0,0,279,2018,10,12,3,0.0,0.0,0.0,110.0,0,0
2,0,1,2,0,0.0,1,137,2018,6,10,3,0.0,0.0,0.0,80.75,0,1
2,0,0,2,0,0.0,3,49,2018,5,6,4,0.0,0.0,0.0,124.3,0,1
1,0,0,3,0,0.0,0,5,2018,3,8,2,0.0,0.0,0.0,66.0,0,1
1,0,1,0,0,0.0,0,13,2018,11,21,3,0.0,0.0,0.0,75.0,0,1
2,2,1,3,0,0.0,5,176,2018,10,24,4,0.0,0.0,0.0,169.88,3,1
1,0,0,4,0,0.0,0,5,2017,12,1,2,0.0,0.0,0.0,65.0,0,1
2,0,1,1,0,0.0,0,29,2018,12,17,4,0.0,0.0,0.0,104.0,0,0
2,0,0,2,1,0.0,0,35,2018,3,16,4,0.0,0.0,0.0,116.1,0,0
2,1,0,4,0,0.0,1,11,2017,9,8,3,0.0,0.0,0.0,78.94,2,1
2,0,0,2,0,0.0,0,153,2018,7,22,4,0.0,0.0,0.0,109.8,1,0
2,0,2,2,0,0.0,0,41,2018,9,18,3,0.0,0.0,0.0,80.75,0,1
2,0,2,5,0,0.0,0,3,2017,8,17,2,0.0,0.0,0.0,79.2,0,0
2,0,2,5,0,0.0,0,31,2018,8,23,4,0.0,0.0,0.0,129.6,1,1
1,0,0,1,0,0.0,0,17,2018,12,9,2,0.6931471805599453,0.0,0.6931471805599453,65.0,0,1
2,0,0,3,3,0.0,0,8,2018,11,3,4,0.0,0.0,0.0,116.67,1,1
2,0,0,2,0,0.0,0,86,2017,9,9,2,0.0,0.0,0.0,100.0,0,1
2,0,1,2,0,0.0,0,49,2018,1,22,3,0.0,0.0,0.0,60.0,0,1
2,0,0,2,3,0.0,0,181,2018,11,18,4,0.0,0.0,0.0,71.1,0,0
2,0,0,3,0,0.0,0,279,2018,10,12,3,0.0,0.0,0.0,110.0,0,0
2,0,0,3,0,0.0,0,304,2018,11,3,3,0.0,0.0,0.0,89.0,0,0
2,0,0,2,1,0.0,0,346,2018,9,13,3,0.0,0.0,0.0,115.0,1,0
2,0,0,4,0,0.0,0,15,2017,9,9,4,0.0,0.0,0.0,116.75,1,1
2,0,0,4,3,0.0,0,160,2018,7,6,4,0.0,0.0,0.0,97.75,0,0
2,0,2,3,0,0.0,0,136,2018,8,11,4,0.0,0.0,0.0,83.12,1,1
1,0,0,2,0,0.0,0,58,2018,1,27,3,0.0,0.0,0.0,81.0,0,1
2,0,1,2,3,0.0,0,128,2018,6,27,4,0.0,0.0,0.0,85.5,0,0
2,0,2,1,0,0.0,0,39,2017,11,7,3,0.0,0.0,0.0,63.0,0,1
3,0,1,2,0,0.0,3,165,2018,10,7,4,0.0,0.0,0.0,151.2,0,0
2,2,0,2,0,0.0,5,31,2018,5,6,4,0.0,0.0,0.0,198.9,0,0
2,0,2,7,0,0.0,0,88,2018,3,17,4,0.0,0.0,0.0,85.51,1,1
1,0,1,0,0,0.0,0,11,2018,9,5,2,0.0,0.0,0.0,112.88,0,1
2,0,1,2,1,0.0,0,4,2018,2,8,3,0.0,0.0,0.0,117.0,0,1
2,0,2,2,0,0.0,0,89,2018,7,17,3,0.0,0.0,0.0,72.25,3,1
1,0,0,1,3,0.6931471805599453,0,17,2017,11,6,4,0.0,0.0,0.0,104.0,1,1
2,0,0,2,0,0.0,0,30,2018,6,2,3,0.0,0.0,0.0,140.0,0,1
2,0,0,2,0,0.0,0,34,2017,10,16,4,0.0,0.0,0.0,104.85,0,1
2,1,2,3,0,0.0,0,86,2018,10,22,4,0.0,0.0,0.0,123.84,1,0
2,0,0,3,1,0.0,0,203,2018,12,8,4,0.0,0.0,0.0,112.5,0,1
2,2,0,1,0,0.0,5,23,2017,9,26,4,0.0,0.0,0.0,250.0,1,0
3,0,0,2,0,0.0,0,16,2017,10,1,4,0.0,0.0,0.0,142.0,4,1
2,0,0,4,0,0.0,0,47,2018,8,30,4,0.0,0.0,0.0,109.8,2,1
2,1,1,2,0,0.0,3,31,2017,10,26,3,0.0,0.0,0.0,90.0,1,1
2,0,0,4,0,0.0,0,137,2018,8,23,4,0.0,0.0,0.0,100.8,0,0
2,0,0,4,0,0.0,3,85,2018,10,25,4,0.0,0.0,0.0,104.4,2,1
2,0,0,1,0,0.0,0,3,2017,11,27,4,0.0,0.0,0.0,87.0,1,0
2,0,1,1,0,0.0,0,38,2018,6,18,3,0.0,0.0,0.0,85.5,0,1
2,0,0,2,0,0.0,0,44,2018,11,3,4,0.0,0.0,0.0,77.76,0,1
1,0,0,3,0,0.0,0,151,2018,1,19,3,0.0,0.0,0.0,71.0,0,1
2,0,1,0,0,0.0,0,133,2018,10,3,4,0.0,0.0,0.0,118.8,2,1
2,0,2,5,0,0.0,0,8,2018,3,10,3,0.0,0.0,0.0,72.0,0,1
2,0,0,2,0,0.0,3,21,2018,4,13,4,0.0,0.0,0.0,144.0,1,1
2,0,0,3,1,0.0,0,119,2018,7,13,3,0.0,0.0,0.0,97.75,1,0
1,0,0,3,0,0.0,0,14,2017,9,15,4,0.0,0.0,0.0,114.0,1,1
1,0,0,3,0,0.0,0,145,2018,6,2,4,0.0,0.0,0.0,95.4,0,0
1,0,2,2,0,0.0,0,116,2018,2,28,3,0.0,0.0,0.0,61.0,0,0
2,0,2,2,1,0.6931471805599453,3,191,2018,8,14,4,0.0,0.0,0.0,153.5,1,0
2,0,2,2,0,0.0,0,229,2018,10,22,4,0.0,0.0,0.0,89.25,0,0
2,0,1,3,0,0.0,3,38,2017,11,5,3,0.0,0.0,0.0,60.0,0,1
1,0,0,2,0,0.0,0,1,2017,10,2,3,0.0,0.0,0.0,100.0,0,1
1,0,1,2,0,0.0,0,90,2018,4,18,4,0.0,0.0,0.0,90.9,1,0
2,0,0,1,0,0.0,0,20,2018,6,29,2,0.0,0.0,0.0,75.0,0,1
2,0,0,2,1,0.0,0,320,2018,8,18,3,0.0,0.0,0.0,115.0,1,0
2,0,0,4,0,0.0,3,95,2018,4,5,4,0.0,0.0,0.0,93.08,1,1
1,0,1,2,0,0.0,3,4,2018,10,10,0,0.0,0.0,0.0,110.0,0,1
2,0,0,1,1,0.0,0,55,2018,4,6,3,0.0,0.0,0.0,104.0,0,1
2,0,1,2,0,0.0,0,23,2018,1,1,3,0.0,0.0,0.0,60.0,0,1
2,1,0,1,0,0.0,0,118,2018,8,11,4,0.0,0.0,0.0,114.3,1,1
2,0,0,1,0,0.0,3,54,2018,6,4,4,0.0,0.0,0.0,140.4,0,0
2,0,2,2,0,0.0,0,12,2018,10,2,3,0.0,0.0,0.0,85.0,0,1
3,0,0,1,0,0.6931471805599453,3,1,2018,5,20,4,0.0,0.0,0.0,206.0,2,1
2,0,0,3,0,0.0,0,97,2017,8,19,4,0.0,0.0,0.0,76.5,0,1
2,0,2,1,3,0.0,0,140,2018,6,4,4,0.0,0.0,0.0,109.2,2,1
2,0,1,2,0,0.0,0,305,2018,11,4,3,0.0,0.0,0.0,89.0,0,0
2,0,1,2,0,0.0,0,273,2018,5,13,3,0.0,0.0,0.0,95.0,0,0
2,2,1,0,0,0.0,5,162,2018,7,4,4,0.0,0.0,0.0,168.3,0,0
2,0,0,3,0,0.0,3,10,2018,7,7,4,0.0,0.0,0.0,161.33,1,1
2,0,2,1,0,0.0,0,125,2018,7,9,4,0.0,0.0,0.0,114.3,1,1
2,0,0,1,0,0.0,0,22,2018,8,12,2,0.0,0.0,0.0,84.0,0,1
2,2,2,3,1,0.0,5,64,2018,4,17,4,0.0,0.0,0.0,214.2,1,1
1,0,1,2,0,0.0,0,2,2018,11,21,4,0.0,0.0,0.0,100.67,1,1
2,0,2,2,0,0.0,0,1,2017,10,23,4,0.0,0.0,0.0,96.3,1,1
2,0,0,2,0,0.0,0,5,2018,5,24,2,0.0,0.0,0.0,110.0,1,1
2,0,0,2,1,0.0,0,74,2017,9,18,3,0.0,0.0,0.0,109.0,0,1
2,0,2,1,0,0.0,0,41,2018,3,13,2,0.0,0.0,0.0,85.67,0,1
2,0,0,2,0,0.0,0,25,2018,11,11,1,0.0,0.0,0.0,0.0,0,1
2,1,0,1,0,0.0,0,30,2018,8,5,4,0.0,0.0,0.0,161.1,2,1
3,0,0,3,0,0.0,3,51,2018,3,30,4,0.0,0.0,0.0,123.3,0,1
2,0,1,2,0,0.0,3,21,2018,4,11,4,0.0,0.0,0.0,136.0,1,1
1,0,0,2,0,0.0,0,298,2018,5,10,3,0.0,0.0,0.0,76.0,0,1
1,0,0,1,0,0.0,0,0,2018,2,10,4,0.0,0.0,0.0,85.0,0,0
2,0,0,2,0,0.0,0,44,2018,11,22,4,0.0,0.0,0.0,98.8,2,1
2,0,0,3,0,0.0,0,10,2018,4,7,4,0.0,0.0,0.0,111.0,0,0
2,0,2,5,0,0.0,0,127,2018,8,8,3,0.0,0.0,0.0,86.36,0,1
2,0,0,3,0,0.0,3,143,2018,7,19,4,0.0,0.0,0.0,121.8,0,0
1,0,1,1,1,0.0,0,301,2018,7,30,3,0.0,0.0,0.0,90.0,0,1
3,0,0,2,0,0.0,3,52,2018,7,12,4,0.0,0.0,0.0,137.7,1,1
1,0,2,3,0,0.0,0,115,2018,2,27,3,0.0,0.0,0.0,76.0,0,1
2,0,1,2,0,0.0,0,237,2017,9,14,4,0.0,0.0,0.0,89.25,0,0
2,0,2,1,0,0.0,3,47,2018,2,20,4,0.0,0.0,0.0,89.3,1,1
2,0,2,2,0,0.0,0,226,2018,10,29,3,0.0,0.0,0.0,70.0,1,1
2,0,2,1,0,0.0,3,59,2018,6,26,4,0.0,0.0,0.0,119.4,1,1
1,0,2,4,0,0.0,0,69,2018,6,12,3,0.0,0.0,0.0,120.0,0,0
2,0,1,3,1,0.0,0,200,2018,9,19,4,0.0,0.0,0.0,152.15,2,0
2,1,1,0,0,0.0,0,36,2018,9,5,4,0.0,0.0,0.0,126.0,0,0
2,0,0,2,0,0.0,0,9,2017,11,18,2,0.0,0.0,0.0,75.0,0,1
2,0,0,2,0,0.0,0,19,2018,9,22,4,0.0,0.0,0.0,169.0,2,1
1,0,2,3,0,0.0,0,65,2017,9,25,4,0.0,0.0,0.0,118.14,1,1
1,0,0,1,3,0.0,0,3,2018,5,13,4,0.0,0.0,0.0,95.48,0,0
2,0,0,3,3,0.0,0,24,2018,10,20,4,0.0,0.0,0.0,119.0,2,1
2,0,1,2,0,0.0,0,159,2018,9,19,3,0.0,0.0,0.0,144.0,0,0
2,0,0,4,0,0.0,0,105,2017,9,16,4,0.0,0.0,0.0,71.4,0,1
3,0,0,3,0,0.0,3,36,2018,4,28,4,0.0,0.0,0.0,152.4,2,1
2,0,0,1,1,0.0,0,55,2018,4,6,3,0.0,0.0,0.0,104.0,0,1
2,0,0,4,0,0.0,3,19,2017,11,4,3,0.0,0.0,0.0,52.5,2,1
2,0,0,2,3,0.0,0,27,2018,4,12,4,0.0,0.0,0.0,99.0,1,0
2,0,1,2,0,0.0,0,100,2018,12,2,4,0.0,0.0,0.0,93.6,2,0
2,0,0,2,1,0.0,0,102,2017,10,16,3,0.0,0.0,0.0,101.5,0,0
2,0,0,3,3,0.0,0,44,2018,6,30,4,0.0,0.0,0.0,107.1,0,0
2,0,1,2,0,0.0,0,57,2018,6,10,3,0.0,0.0,0.0,90.67,1,1
2,0,1,3,0,0.0,0,14,2017,10,19,4,0.0,0.0,0.0,92.17,1,1
2,0,0,1,1,0.0,0,0,2018,7,20,4,0.0,0.0,0.0,0.0,0,1
2,0,2,0,3,0.0,0,87,2018,12,25,4,0.0,0.0,0.0,79.2,0,1
2,0,0,4,0,0.0,0,156,2018,3,23,4,0.0,0.0,0.0,14.0,0,0
1,0,2,1,0,0.0,0,1,2018,2,28,3,0.0,0.0,0.0,60.0,0,0
1,0,0,2,0,0.0,0,14,2017,10,15,3,0.0,0.0,0.0,100.0,0,1
1,0,0,2,1,0.0,0,292,2018,7,21,3,0.0,0.0,0.0,90.0,0,1
2,0,0,1,0,0.0,0,11,2018,11,5,4,0.0,0.0,0.0,130.0,1,0
2,1,2,5,1,0.0,0,125,2018,7,18,3,0.0,0.0,0.0,84.58,1,1
2,0,1,1,0,0.0,4,28,2018,10,8,4,0.0,0.0,0.0,171.87,0,1
2,0,0,4,3,0.0,0,38,2018,12,27,4,0.0,0.0,0.0,95.2,0,1
2,2,1,5,0,0.0,1,30,2018,2,2,4,0.0,0.0,0.0,139.05,0,0
2,0,0,2,1,0.0,3,80,2017,10,9,3,0.0,0.0,0.0,136.0,0,1
1,0,5,10,0,0.0,0,11,2018,5,9,0,0.0,0.0,0.0,95.0,0,0
3,0,2,1,0,0.0,3,16,2018,7,31,4,0.0,0.0,0.0,173.67,1,1
2,0,0,2,0,0.0,3,24,2018,6,9,4,0.0,0.0,0.0,146.0,2,1
2,0,0,2,0,0.6931471805599453,0,2,2018,8,9,4,0.0,0.0,0.0,179.0,1,1
2,0,1,2,0,0.0,3,20,2018,1,29,4,0.0,0.0,0.0,99.0,1,1
1,0,0,1,0,0.0,0,75,2017,12,9,2,0.0,0.0,0.0,65.0,0,1
2,0,0,2,1,0.0,0,292,2018,7,21,3,0.0,0.0,0.0,115.0,0,0
2,1,2,5,0,0.0,0,63,2018,7,23,4,0.0,0.0,0.0,121.5,0,0
2,1,0,1,3,0.0,0,1,2018,10,5,4,0.0,0.0,0.0,140.0,0,1
2,0,2,5,0,0.0,0,214,2018,10,20,4,0.0,0.0,0.0,90.95,1,1
2,0,2,5,0,0.0,0,206,2018,10,6,4,0.0,0.0,0.0,102.85,0,0
1,0,1,0,0,0.0,0,12,2018,9,11,3,0.0,0.0,0.0,85.0,1,1
1,0,0,2,0,0.0,0,32,2017,11,20,3,0.0,0.0,0.0,73.0,0,1
2,0,1,2,0,0.0,3,189,2018,10,28,4,0.0,0.0,0.0,109.8,0,0
1,0,2,0,0,0.0,0,1,2018,1,3,4,0.0,0.0,0.0,82.0,0,1
2,0,0,1,0,0.0,0,105,2018,4,6,3,0.0,0.0,0.0,75.0,0,0
3,0,1,2,0,0.6931471805599453,3,13,2018,3,25,4,0.0,0.0,0.0,192.67,1,1
2,0,0,1,0,0.0,0,53,2018,9,15,4,0.0,0.0,0.0,135.9,1,1
2,0,2,5,0,0.0,0,227,2018,8,30,4,0.0,0.0,0.0,92.29,0,0
2,0,0,4,0,0.0,3,92,2018,5,24,3,0.0,0.0,0.0,106.08,0,1
2,0,1,2,0,0.0,3,67,2018,10,17,4,0.0,0.0,0.0,132.3,0,0
2,0,0,2,1,0.0,0,320,2018,8,18,3,0.0,0.0,0.0,115.0,1,0
2,0,0,1,0,0.0,1,280,2018,8,12,4,0.0,0.0,0.0,94.95,1,0
2,0,1,3,3,0.0,0,180,2018,10,10,4,0.0,0.0,0.0,102.6,0,0
2,1,2,1,3,0.0,0,45,2018,9,10,4,0.0,0.0,0.0,96.33,1,1
2,0,2,1,1,0.0,0,150,2018,1,2,3,0.0,0.0,0.0,101.0,0,1
2,0,1,1,0,0.0,0,180,2018,5,2,3,0.0,0.0,0.0,100.0,1,1
2,0,2,2,0,0.0,3,87,2018,10,23,4,0.0,0.0,0.0,118.35,0,0
2,0,0,2,3,0.0,0,15,2018,2,12,4,0.0,0.0,0.0,79.0,0,0
2,0,2,4,0,0.0,0,24,2017,9,20,3,0.0,0.0,0.0,85.0,0,1
3,0,1,4,0,0.0,3,0,2018,6,27,4,0.0,0.0,0.0,134.57,3,1
2,1,1,5,1,0.0,0,7,2018,3,7,4,0.0,0.0,0.0,169.17,0,0
2,0,2,1,0,0.0,3,36,2018,9,4,4,0.0,0.0,0.0,123.97,1,0
1,0,0,2,3,0.0,0,57,2018,5,18,4,0.0,0.0,0.0,111.6,2,1
2,0,0,3,0,0.0,3,161,2018,5,19,4,0.0,0.0,0.0,128.7,0,0
2,0,2,3,0,0.0,0,152,2018,7,22,4,0.0,0.0,0.0,101.15,0,0
2,0,0,2,0,0.0,0,122,2018,4,15,3,0.0,0.0,0.0,85.0,0,1
2,0,0,2,0,0.0,0,211,2018,5,20,3,0.0,0.0,0.0,100.0,0,0
2,0,0,2,0,0.0,0,5,2018,5,24,2,0.0,0.0,0.0,110.0,1,1
2,0,2,3,0,0.0,0,157,2018,6,26,4,0.0,0.0,0.0,90.95,0,0
2,0,0,1,0,0.0,0,4,2017,9,22,4,0.0,0.0,0.0,145.0,2,1
2,0,0,1,0,0.0,0,289,2017,10,17,3,0.0,0.0,0.0,67.0,0,1
1,0,0,2,0,0.0,3,2,2018,3,31,4,0.0,0.0,0.0,147.0,0,1
2,0,1,3,3,0.6931471805599453,0,5,2017,10,19,4,0.0,0.0,0.0,123.0,1,1
1,0,1,2,0,0.0,0,237,2017,9,14,4,0.0,0.0,0.0,80.75,0,0
2,0,0,2,0,0.0,0,67,2018,12,16,3,0.0,0.0,0.0,68.0,0,1
